celular;data_nascimento;idade;sexo;cidade_residencial;bairro_residencial;cidade_trabalho;bairro_trabalho;cidade_escola;bairro_escola;categoria_frequentada
(11) 96181-1196;08/10/2001;23;Feminino;São Paulo;Casa Verde;São Paulo;Penha;São Paulo;Vila Prudente;Cinema e Streaming Experience Stores
(11) 99185-2668;13/01/2006;19;Outro;São Paulo;Lapa;São Paulo;Butantã;;;Barbearias/Salões com estética jovem
(11) 93177-6440;24/09/1991;33;Masculino;São Paulo;Itaquera;;;;;Farmácias e Drogarias
(11) 98354-7264;18/02/1967;58;Outro;São Paulo;Casa Verde;São Paulo;Santana;São Paulo;Santana;Lojas de Eletrodomésticos e Utilidades Domésticas
(11) 98020-4990;14/09/1993;31;Outro;São Paulo;Higienópolis;São Paulo;Consolação;;;Supermercados e Mercados Express
(11) 98270-6385;11/10/1945;79;Masculino;São Paulo;Perdizes;;;São Paulo;Limão;Igrejas e Lojas de Artigos Religiosos
(11) 94752-6427;23/08/1945;79;Feminino;São Paulo;Pinheiros;São Paulo;Jabaquara;;;Bancos e Casas Lotéricas
(11) 97250-9543;18/11/1975;49;Feminino;São Paulo;Perdizes;São Paulo;Tatuapé;;;Supermercados e Mercados Express
(11) 93318-4345;26/07/1995;30;Masculino;São Paulo;Lapa;São Paulo;Tucuruvi;São Paulo;Sé;Cinema e Streaming Experience Stores
(11) 94236-5012;16/07/1997;28;Feminino;São Paulo;Casa Verde;São Paulo;Consolação;São Paulo;Santana;Academias e Studios Fitness
(11) 93748-8712;08/12/1955;69;Feminino;São Paulo;Butantã;;;;;Clubes e Centros de Convivência
(11) 97249-8002;08/07/1965;60;Masculino;São Paulo;Tatuapé;São Paulo;Consolação;São Paulo;Sé;Igrejas e Lojas de Artigos Religiosos
(11) 98878-2178;07/05/1988;37;Feminino;São Paulo;Campo Limpo;São Paulo;Santo Amaro;São Paulo;República;Lojas de Roupas e Calçados
(11) 97812-7465;21/06/1997;28;Outro;São Paulo;Campo Limpo;São Paulo;Pinheiros;;;Lanchonetes e Fast-Food
(21) 97304-3660;26/12/1972;52;Masculino;São Paulo;Limão;;;;;Clínicas de Saúde e Bem-estar
(11) 99005-7032;20/05/1944;81;Outro;São Paulo;Vila Prudente;;;;;Bancos e Casas Lotéricas
(11) 96921-1462;16/05/1943;82;Outro;São Paulo;Higienópolis;São Paulo;Consolação;São Paulo;Tucuruvi;Farmácias e Drogarias
(11) 92512-7297;27/10/1979;45;Feminino;São Paulo;República;São Paulo;Sé;São Paulo;República;Postos de Combustível e Serviços Automotivos
(61) 96045-7743;17/10/1952;72;Outro;São Paulo;Sé;;;;;Calçados Confortáveis e Ortopédicos
(11) 95407-4432;21/03/1999;26;Outro;São Paulo;Tatuapé;São Paulo;Sé;São Paulo;Sé;Lojas de Moda Urbana e Alternativa
(11) 95724-8060;28/02/1991;34;Masculino;São Paulo;Santana;;;São Paulo;Bela Vista;Lojas de Roupas e Calçados
(11) 94482-4041;18/03/1940;85;Masculino;São Paulo;Santana;;;São Paulo;Perdizes;Clubes e Centros de Convivência
(11) 92789-3721;13/04/1936;89;Masculino;São Paulo;Vila Prudente;São Paulo;Bela Vista;;;Clubes e Centros de Convivência
(11) 92651-1155;14/11/1990;34;Masculino;São Paulo;Bela Vista;;;;;Supermercados e Mercados Express
(11) 99557-1118;01/05/2004;21;Feminino;São Paulo;Limão;;;;;Academias e Studios Fitness
(11) 96514-7074;12/06/2007;18;Outro;São Paulo;Itaquera;;;;;Barbearias/Salões com estética jovem
(11) 91937-6833;24/07/1948;77;Feminino;São Paulo;Bela Vista;São Paulo;Tucuruvi;São Paulo;Higienópolis;Igrejas e Lojas de Artigos Religiosos
(31) 97036-8404;30/08/2000;24;Outro;São Paulo;Campo Limpo;São Paulo;Santana;;;Academias e Studios Fitness
(11) 96901-1749;03/05/1960;65;Outro;São Paulo;Jabaquara;São Paulo;Higienópolis;;;Calçados Confortáveis e Ortopédicos
(11) 98800-2645;01/05/1956;69;Outro;São Paulo;Butantã;São Paulo;Higienópolis;;;Produtos Naturais e Fitoterápicos
(11) 99158-2426;11/01/1952;73;Feminino;São Paulo;Pinheiros;;;;;Clubes e Centros de Convivência
(61) 99858-4946;27/11/1965;59;Masculino;São Paulo;República;São Paulo;Pinheiros;São Paulo;Ipiranga;Lojas de Eletrodomésticos e Utilidades Domésticas
(11) 95220-8803;20/01/1961;64;Outro;São Paulo;Higienópolis;;;;;Clubes e Centros de Convivência
(11) 96452-4666;20/01/1951;74;Outro;São Paulo;Butantã;São Paulo;Sé;;;Produtos Naturais e Fitoterápicos
(61) 94823-4662;01/09/1980;44;Feminino;São Paulo;República;São Paulo;Higienópolis;;;Farmácias e Drogarias
(11) 93087-6134;29/01/1996;29;Feminino;São Paulo;Bela Vista;São Paulo;Consolação;;;Barbearias/Salões com estética jovem
(11) 96980-3069;14/03/1941;84;Outro;São Paulo;Lapa;São Paulo;Higienópolis;;;Calçados Confortáveis e Ortopédicos
(11) 95863-4586;21/01/1979;46;Feminino;São Paulo;Higienópolis;;;São Paulo;Santana;Papelarias, Livrarias e Lojas de Escritório
(11) 99230-3022;14/10/1975;49;Feminino;Santos de da Rosa;Lapa;São Paulo;Vila Prudente;São Paulo;Pinheiros;Clínicas de Saúde e Bem-estar
(11) 94450-4687;27/05/1989;36;Outro;São Paulo;Santana;;;;;Lojas de Eletrodomésticos e Utilidades Domésticas
(31) 91353-9977;16/08/1936;88;Feminino;São Paulo;Campo Limpo;;;;;Restaurantes com comida caseira
(11) 95637-5626;24/12/1994;30;Outro;da Rocha de Viana;Pinheiros;São Paulo;Higienópolis;;;Lanchonetes e Fast-Food
(11) 95981-8496;26/07/1965;60;Outro;São Paulo;Higienópolis;São Paulo;Consolação;São Paulo;Itaquera;Farmácias e Drogarias
(11) 92670-3418;11/06/1955;70;Feminino;Silveira do Norte;Santo Amaro;;;São Paulo;República;Clubes e Centros de Convivência
(11) 91859-2922;31/01/1944;81;Outro;São Paulo;Lapa;São Paulo;Sé;São Paulo;Sé;Clubes e Centros de Convivência
(11) 93826-7150;22/11/1983;41;Outro;Rezende;República;;;;;Lojas de Móveis e Decoração
(11) 98292-7018;26/02/1973;52;Masculino;São Paulo;República;São Paulo;Tucuruvi;São Paulo;Higienópolis;Lojas de Roupas e Calçados
(11) 92549-3967;20/09/1951;73;Feminino;São Paulo;Perdizes;;;São Paulo;República;Supermercados de Bairro e Mercadinhos
(11) 99806-4029;01/04/1973;52;Feminino;São Paulo;Bela Vista;São Paulo;Vila Prudente;São Paulo;Tatuapé;Bancos, Agências e Correspondentes
(21) 93960-3948;03/04/1975;50;Masculino;São Paulo;Itaquera;São Paulo;Consolação;;;Farmácias e Drogarias
(11) 91573-2386;09/02/2006;19;Masculino;São Paulo;Penha;;;São Paulo;Pinheiros;Lojas de Eletrônicos e Games
(11) 99510-5807;11/12/1963;61;Outro;São Paulo;Higienópolis;São Paulo;Casa Verde;;;Produtos Naturais e Fitoterápicos
(11) 92622-1732;02/02/1996;29;Masculino;São Paulo;Higienópolis;São Paulo;Itaquera;;;Lojas de Eletrônicos e Games
(11) 95544-3105;09/08/1943;82;Outro;São Paulo;República;São Paulo;Consolação;;;Supermercados de Bairro e Mercadinhos
(61) 93346-9780;01/12/1950;74;Masculino;São Paulo;Limão;;;;;Bancos e Casas Lotéricas
(11) 99379-3687;25/08/1993;31;Feminino;São Paulo;Itaquera;;;;;Supermercados e Mercados Express
(31) 92270-5425;30/06/1963;62;Masculino;São Paulo;Pinheiros;São Paulo;Bela Vista;;;Calçados Confortáveis e Ortopédicos
(11) 93397-4698;07/09/1983;41;Feminino;São Paulo;Vila Prudente;;;São Paulo;Pinheiros;Restaurantes e Gastronomia
(11) 96022-9021;29/12/1999;25;Masculino;São Paulo;Lapa;;;;;Espaços Culturais e de Experiência Interativa
(11) 91785-3797;26/08/2006;18;Feminino;Oliveira Alegre;Vila Prudente;São Paulo;Vila Prudente;;;Lojas de Roupas e Sneakers
(11) 99414-3547;28/05/1992;33;Outro;São Paulo;Vila Prudente;São Paulo;República;;;Bancos, Agências e Correspondentes
(11) 97852-8500;06/06/1987;38;Masculino;São Paulo;Penha;;;;;Lojas de Eletrodomésticos e Utilidades Domésticas
(71) 94748-6000;10/10/1974;50;Outro;São Paulo;Tatuapé;São Paulo;Bela Vista;;;Farmácias e Drogarias
(11) 92534-3705;23/11/1934;90;Outro;São Paulo;Tatuapé;São Paulo;Bela Vista;;;Restaurantes com comida caseira
(11) 93235-8858;12/06/1977;48;Feminino;São Paulo;Pinheiros;;;;;Papelarias, Livrarias e Lojas de Escritório
(11) 91119-7962;24/05/1974;51;Outro;São Paulo;Penha;São Paulo;Santana;;;Restaurantes e Gastronomia
(11) 99577-4687;05/08/2001;23;Masculino;São Paulo;Higienópolis;São Paulo;Perdizes;;;Lojas de Roupas e Sneakers
(11) 92855-6537;11/04/1950;75;Outro;São Paulo;Pinheiros;;;;;Igrejas e Lojas de Artigos Religiosos
(11) 95809-5337;06/09/1995;29;Masculino;São Paulo;Perdizes;São Paulo;República;;;Lojas de Moda Urbana e Alternativa
(11) 91580-8586;20/02/1942;83;Outro;São Paulo;Consolação;São Paulo;Casa Verde;São Paulo;República;Clínicas Médicas e Laboratórios
(11) 91145-2660;11/12/1994;30;Feminino;São Paulo;República;São Paulo;Vila Prudente;São Paulo;Consolação;Cinema e Streaming Experience Stores
(11) 97477-7132;23/05/1947;78;Feminino;São Paulo;Santana;São Paulo;Sé;;;Clubes e Centros de Convivência
(11) 96795-8110;27/12/2007;17;Masculino;São Paulo;Tucuruvi;São Paulo;Consolação;;;Academias e Studios Fitness
(31) 94260-8852;12/12/1965;59;Outro;Lima;Sé;São Paulo;Consolação;;;Lojas de Móveis e Decoração
(11) 97370-3153;06/01/1981;44;Masculino;Ferreira da Mata;Bela Vista;São Paulo;Bela Vista;;;Bancos, Agências e Correspondentes
(11) 96605-8039;16/11/1949;75;Outro;São Paulo;Santo Amaro;São Paulo;Bela Vista;;;Bancos e Casas Lotéricas
(11) 99376-4061;11/11/1979;45;Masculino;São Paulo;Sé;;;;;Bancos, Agências e Correspondentes
(11) 98031-4250;30/05/1937;88;Feminino;São Paulo;Sé;;;;;Clínicas Médicas e Laboratórios
(11) 93436-4758;20/02/1959;66;Masculino;São Paulo;Consolação;São Paulo;Consolação;;;Fisioterapia e Terapias Complementares
(11) 91834-7231;07/12/1985;39;Feminino;São Paulo;Perdizes;;;São Paulo;Bela Vista;Postos de Combustível e Serviços Automotivos
(11) 91846-5985;27/07/1993;32;Masculino;São Paulo;Limão;;;;;Bancos, Agências e Correspondentes
(11) 91779-3977;14/03/1967;58;Masculino;São Paulo;Itaquera;São Paulo;Higienópolis;São Paulo;Sé;Clínicas de Saúde e Bem-estar
(11) 92827-2587;29/09/2006;18;Outro;São Paulo;Pinheiros;;;São Paulo;República;Espaços Culturais e de Experiência Interativa
(11) 97088-4903;27/10/1979;45;Outro;São Paulo;Lapa;São Paulo;Itaquera;;;Papelarias, Livrarias e Lojas de Escritório
(11) 94120-4160;09/01/2007;18;Outro;São Paulo;Sé;São Paulo;República;;;Coworkings e Centros de Estudo/Conexão
(31) 99741-3517;14/10/1967;57;Masculino;São Paulo;Santo Amaro;São Paulo;Higienópolis;;;Clínicas de Saúde e Bem-estar
(11) 92923-8145;16/01/1961;64;Masculino;São Paulo;Ipiranga;;;;;Farmácias e Drogarias
(11) 95491-3112;09/12/1993;31;Feminino;São Paulo;Lapa;São Paulo;Lapa;;;Lojas de Móveis e Decoração
(11) 99723-9412;31/10/1941;83;Masculino;São Paulo;Ipiranga;São Paulo;Limão;;;Bancos e Casas Lotéricas
(11) 93621-4568;07/12/2006;18;Outro;São Paulo;Ipiranga;São Paulo;Casa Verde;;;Lojas de Eletrônicos e Games
(11) 95399-2951;24/04/1990;35;Masculino;São Paulo;Pinheiros;São Paulo;Consolação;;;Lojas de Eletrodomésticos e Utilidades Domésticas
(41) 91844-5079;13/08/1979;45;Masculino;São Paulo;Bela Vista;;;;;Clínicas de Saúde e Bem-estar
(11) 99999-5326;13/06/1992;33;Outro;São Paulo;Butantã;São Paulo;Pinheiros;;;Bancos, Agências e Correspondentes
(11) 95582-3895;21/03/1965;60;Feminino;da Cruz;Pinheiros;;;;;Fisioterapia e Terapias Complementares
(11) 97258-5216;07/07/1969;56;Outro;São Paulo;Pinheiros;São Paulo;República;São Paulo;Sé;Restaurantes e Gastronomia
(11) 98109-7039;30/04/2001;24;Masculino;Pinto das Flores;República;São Paulo;Consolação;São Paulo;Consolação;Cinema e Streaming Experience Stores
(11) 93669-3911;24/10/1970;54;Feminino;São Paulo;Tucuruvi;São Paulo;Consolação;;;Lojas de Móveis e Decoração
(11) 99630-3249;15/05/1995;30;Outro;São Paulo;Bela Vista;;;;;Lanchonetes e Fast-Food
(11) 91222-1716;05/08/1948;77;Masculino;São Paulo;República;São Paulo;Santo Amaro;;;Farmácias e Drogarias
(21) 99886-6544;12/07/2004;21;Outro;São Paulo;Higienópolis;São Paulo;Sé;;;Cinema e Streaming Experience Stores
(11) 93531-4994;26/12/2007;17;Masculino;São Paulo;Limão;;;São Paulo;Tatuapé;Lojas de Moda Urbana e Alternativa
(11) 99381-7804;14/12/1977;47;Masculino;São Paulo;Casa Verde;São Paulo;Consolação;;;Lojas de Eletrodomésticos e Utilidades Domésticas
(11) 97303-2841;27/10/1937;87;Feminino;São Paulo;Sé;São Paulo;Butantã;;;Fisioterapia e Terapias Complementares
(11) 96906-2389;23/12/1959;65;Masculino;São Paulo;Santana;São Paulo;Consolação;;;Clínicas Médicas e Laboratórios
(11) 95940-5702;04/04/1948;77;Feminino;São Paulo;Limão;;;;;Igrejas e Lojas de Artigos Religiosos
(11) 92251-1035;12/12/1942;82;Masculino;São Paulo;Higienópolis;São Paulo;Sé;;;Supermercados de Bairro e Mercadinhos
(11) 95562-3370;01/12/1944;80;Masculino;São Paulo;Higienópolis;São Paulo;República;;;Clubes e Centros de Convivência
(11) 97782-6463;13/06/1994;31;Masculino;São Paulo;Perdizes;;;;;Postos de Combustível e Serviços Automotivos
(11) 99745-9070;05/06/1957;68;Outro;São Paulo;Casa Verde;São Paulo;Sé;;;Bancos e Casas Lotéricas
(11) 94853-6926;12/02/2007;18;Masculino;São Paulo;Bela Vista;São Paulo;Consolação;;;Lanchonetes e Fast-Food
(41) 93283-5828;13/11/1965;59;Feminino;São Paulo;Pinheiros;;;;;Bancos, Agências e Correspondentes
(11) 94679-1915;09/02/1978;47;Outro;São Paulo;Higienópolis;São Paulo;Sé;;;Farmácias e Drogarias
(11) 92208-8812;25/12/2005;19;Outro;São Paulo;Bela Vista;São Paulo;Consolação;São Paulo;Sé;Lojas de Roupas e Sneakers
(11) 98696-3295;09/12/1952;72;Outro;São Paulo;Tatuapé;São Paulo;Limão;;;Farmácias e Drogarias
(11) 93554-1983;30/07/1986;39;Outro;São Paulo;Santana;São Paulo;Sé;;;Lojas de Roupas e Calçados
(11) 95227-9222;08/04/1957;68;Feminino;São Paulo;Santo Amaro;;;São Paulo;Sé;Clínicas Médicas e Laboratórios
(11) 97560-1917;27/09/1934;90;Masculino;São Paulo;Pinheiros;;;São Paulo;Limão;Calçados Confortáveis e Ortopédicos
(11) 97637-7233;21/04/1965;60;Masculino;São Paulo;Penha;;;São Paulo;Bela Vista;Calçados Confortáveis e Ortopédicos
(11) 96496-1459;10/01/1959;66;Masculino;São Paulo;Pinheiros;São Paulo;Bela Vista;;;Igrejas e Lojas de Artigos Religiosos
(11) 94305-1530;16/12/1992;32;Masculino;São Paulo;Lapa;São Paulo;Sé;São Paulo;República;Supermercados e Mercados Express
(41) 97523-9195;22/04/2009;16;Masculino;São Paulo;Vila Prudente;;;;;Cafeterias e Bistrôs Modernos
(11) 99250-2654;03/04/1971;54;Outro;São Paulo;Higienópolis;São Paulo;Limão;;;Supermercados e Mercados Express
(11) 93482-8587;01/03/1992;33;Masculino;São Paulo;República;;;São Paulo;Consolação;Restaurantes e Gastronomia
(71) 99459-9573;08/05/1993;32;Feminino;São Paulo;Higienópolis;São Paulo;Sé;São Paulo;Limão;Bancos, Agências e Correspondentes
(11) 92228-3496;02/04/2007;18;Outro;São Paulo;Campo Limpo;São Paulo;República;;;Cafeterias e Bistrôs Modernos
(11) 98451-6139;08/08/1940;85;Masculino;Mendes;Santana;São Paulo;República;São Paulo;Sé;Igrejas e Lojas de Artigos Religiosos
(41) 98242-3301;14/07/1940;85;Masculino;Vieira do Sul;Campo Limpo;São Paulo;Vila Prudente;;;Fisioterapia e Terapias Complementares
(31) 98222-7008;19/03/1967;58;Outro;São Paulo;Itaquera;São Paulo;Limão;São Paulo;Tatuapé;Papelarias, Livrarias e Lojas de Escritório
(21) 95011-1130;31/10/1985;39;Masculino;São Paulo;Tatuapé;São Paulo;Bela Vista;São Paulo;Tatuapé;Clínicas de Saúde e Bem-estar
(11) 99767-8616;03/04/1936;89;Masculino;São Paulo;Sé;;;;;Restaurantes com comida caseira
(11) 96385-2056;15/10/2000;24;Feminino;São Paulo;Butantã;São Paulo;Limão;São Paulo;Higienópolis;Lojas de Roupas e Sneakers
(31) 94497-6245;16/06/1957;68;Outro;São Paulo;Butantã;;;São Paulo;Vila Prudente;Clubes e Centros de Convivência
(11) 94465-1375;14/04/2009;16;Outro;São Paulo;Limão;;;São Paulo;Sé;Cafeterias e Bistrôs Modernos
(11) 98396-7876;10/12/1980;44;Outro;São Paulo;Limão;São Paulo;Sé;;;Lojas de Eletrodomésticos e Utilidades Domésticas
(11) 96722-7866;18/07/2007;18;Feminino;São Paulo;Santana;;;;;Espaços Culturais e de Experiência Interativa
(11) 91162-4253;11/03/1986;39;Masculino;São Paulo;Lapa;;;;;Clínicas de Saúde e Bem-estar
(11) 98514-3416;17/09/1983;41;Feminino;São Paulo;Sé;;;;;Lojas de Eletrodomésticos e Utilidades Domésticas
(11) 91060-8381;03/05/1993;32;Masculino;São Paulo;Perdizes;;;São Paulo;Consolação;Lojas de Móveis e Decoração
(11) 93721-7185;30/01/1999;26;Masculino;São Paulo;Tucuruvi;;;;;Lanchonetes e Fast-Food
(11) 96960-1265;06/03/1994;31;Feminino;São Paulo;Ipiranga;;;São Paulo;Sé;Lojas de Móveis e Decoração
(11) 96770-9887;02/12/1976;48;Feminino;São Paulo;Itaquera;São Paulo;Sé;;;Postos de Combustível e Serviços Automotivos
(11) 99892-8141;02/09/1939;85;Feminino;São Paulo;Santo Amaro;;;;;Supermercados de Bairro e Mercadinhos
(21) 92468-1269;25/07/1953;72;Outro;Barbosa do Amparo;Sé;São Paulo;Santana;;;Produtos Naturais e Fitoterápicos
(11) 91534-5749;19/01/1975;50;Feminino;São Paulo;Jabaquara;São Paulo;Sé;;;Clínicas de Saúde e Bem-estar
(61) 97765-7484;09/10/1941;83;Masculino;da Luz;Casa Verde;São Paulo;República;;;Restaurantes com comida caseira
(11) 91068-7792;08/03/1997;28;Masculino;São Paulo;Higienópolis;;;;;Lojas de Moda Urbana e Alternativa
(11) 96201-6490;01/10/1970;54;Masculino;Martins;Santo Amaro;São Paulo;Lapa;;;Lojas de Móveis e Decoração
(11) 98030-3111;08/05/1991;34;Outro;São Paulo;Santana;São Paulo;Consolação;;;Farmácias e Drogarias
(11) 93069-9261;16/02/1977;48;Masculino;São Paulo;Vila Prudente;;;;;Lojas de Eletrodomésticos e Utilidades Domésticas
(11) 93605-6282;08/08/1987;37;Masculino;São Paulo;Bela Vista;São Paulo;Tucuruvi;São Paulo;Santana;Papelarias, Livrarias e Lojas de Escritório
(11) 93138-8433;03/09/1981;43;Outro;São Paulo;Penha;São Paulo;Tucuruvi;São Paulo;Consolação;Lojas de Móveis e Decoração
(11) 91847-5505;17/11/1977;47;Masculino;Oliveira;Perdizes;São Paulo;Pinheiros;São Paulo;Santo Amaro;Farmácias e Drogarias
(11) 95292-3959;08/01/1999;26;Masculino;São Paulo;Penha;;;São Paulo;Bela Vista;Barbearias/Salões com estética jovem
(11) 92250-4445;22/05/1990;35;Outro;São Paulo;Itaquera;;;;;Restaurantes e Gastronomia
(11) 91166-3927;26/08/1980;44;Outro;São Paulo;Butantã;;;São Paulo;República;Lojas de Roupas e Calçados
(71) 99953-1082;15/06/1996;29;Masculino;São Paulo;Limão;;;São Paulo;Bela Vista;Lojas de Moda Urbana e Alternativa
(11) 93496-4543;18/11/1956;68;Feminino;São Paulo;Tucuruvi;São Paulo;Bela Vista;;;Clínicas Médicas e Laboratórios
(11) 98890-4264;28/07/1935;90;Masculino;São Paulo;Pinheiros;;;;;Clubes e Centros de Convivência
(11) 97552-4163;12/08/1941;84;Feminino;São Paulo;Limão;;;São Paulo;Casa Verde;Clínicas Médicas e Laboratórios
(11) 98992-8101;05/08/1973;52;Feminino;São Paulo;Limão;;;;;Papelarias, Livrarias e Lojas de Escritório
(11) 94272-6782;25/09/1997;27;Feminino;São Paulo;República;São Paulo;Penha;;;Cinema e Streaming Experience Stores
(11) 99691-6771;24/05/1969;56;Feminino;São Paulo;Santana;;;;;Restaurantes e Gastronomia
(11) 92190-4525;10/11/1958;66;Outro;São Paulo;Higienópolis;;;São Paulo;Bela Vista;Calçados Confortáveis e Ortopédicos
(11) 96268-4811;20/06/1996;29;Outro;São Paulo;Tatuapé;;;;;Cafeterias e Bistrôs Modernos
(11) 92225-7909;17/06/1981;44;Outro;São Paulo;Itaquera;;;São Paulo;Sé;Lojas de Roupas e Calçados
(11) 95496-7901;30/12/1935;89;Masculino;São Paulo;Santana;;;;;Bancos e Casas Lotéricas
(11) 95670-1292;03/08/1966;59;Outro;São Paulo;Lapa;;;;;Lojas de Eletrodomésticos e Utilidades Domésticas
(11) 97599-1606;10/12/1966;58;Outro;da Paz;Consolação;São Paulo;Sé;São Paulo;Penha;Lojas de Eletrodomésticos e Utilidades Domésticas
(11) 96665-7559;29/06/1985;40;Masculino;São Paulo;Itaquera;São Paulo;República;;;Lojas de Roupas e Calçados
(11) 92989-7126;23/02/1935;90;Outro;São Paulo;Casa Verde;São Paulo;Bela Vista;;;Restaurantes com comida caseira
(11) 92442-4131;08/05/1982;43;Outro;da Conceição do Amparo;Penha;;;;;Supermercados e Mercados Express
(21) 95254-1705;29/07/1937;88;Masculino;São Paulo;Tatuapé;São Paulo;Higienópolis;;;Restaurantes com comida caseira
(11) 93790-3257;17/03/1966;59;Outro;São Paulo;Higienópolis;São Paulo;Higienópolis;;;Lojas de Móveis e Decoração
(11) 93004-9548;21/06/1944;81;Outro;São Paulo;Campo Limpo;;;;;Calçados Confortáveis e Ortopédicos
(11) 98908-4700;28/10/2006;18;Masculino;São Paulo;Tatuapé;;;;;Lojas de Eletrônicos e Games
(11) 94373-2278;15/05/1949;76;Masculino;Melo das Pedras;Consolação;São Paulo;Limão;;;Bancos e Casas Lotéricas
(11) 96577-4418;24/11/1990;34;Outro;São Paulo;Ipiranga;;;;;Lojas de Eletrodomésticos e Utilidades Domésticas
(11) 93523-9265;19/03/1978;47;Masculino;Cardoso;Casa Verde;;;;;Lojas de Roupas e Calçados
(11) 99412-4326;10/10/1947;77;Feminino;São Paulo;Limão;São Paulo;Santana;São Paulo;Tatuapé;Bancos e Casas Lotéricas
(11) 98550-4064;19/09/1995;29;Feminino;São Paulo;Ipiranga;São Paulo;Higienópolis;São Paulo;Consolação;Barbearias/Salões com estética jovem
