numero_celular;data_captura;tipo_cupom;tipo_loja;local_captura;latitude;longitude;nome_loja;endereco_loja;valor_compra;valor_cupom
(11) 92522-7063;13/07/2025;Produto;outros;MASP;-2.356.152.273.228.240;-4.665.621.690.096.830;Livraria Cultura;Conjunto Nacional - Av. Paulista, 2073;675,68;30,75
(11) 92845-5727;19/07/2025;Produto;vestuário;MASP;-23.561.802.404.442.700;-4.665.553.275.196.370;Livraria Cultura;Conjunto Nacional - Av. Paulista, 2073;902,23;50,74
(11) 91118-3405;19/07/2025;Produto;esportivo;Calçada aleatória;-23.564.140.310.360.300;-4.664.989.604.883.540;Fast Shop;Shopping Cidade São Paulo, Av. Paulista, 1230;985,5;28,1
(11) 91674-7579;13/07/2025;Cashback;farmácia;Estação Consolação;-23.555.785.076.173.600;-4.666.147.488.775.180;Kalunga;Rua Augusta, 2220;322,16;16,11
(21) 96305-6368;26/07/2025;Desconto;farmácia;Estação Consolação;-23.555.747.953.432.600;-4.666.200.289.766.720;Havaianas;Av. Paulista, 2439;483,07;228,72
(11) 95152-2808;20/07/2025;Cashback;outros;Parque Trianon;-2.356.371.311.995.410;-4.665.714.712.697.490;Subway;Av. Paulista, 2026;908,58;45,43
(11) 98682-2929;12/07/2025;Cashback;farmácia;Estação Consolação;-23.556.237.974.569.500;-46.661.746.434.548.200;Drogaria São Paulo;Av. Paulista, 1230;275,76;13,79
(11) 96680-8072;05/07/2025;Desconto;restaurante;Calçada aleatória;-2.356.354.977.206.280;-46.649.744.933.477.300;Pão de Açúcar;Rua Pamplona, 1704;360,43;114,18
(11) 95975-9501;09/07/2025;Cashback;esportivo;Semáforo;-23.562.104.595.640.300;-466.541.047.773.113;Riachuelo;Av. Paulista, 2277;214,05;10,7
(11) 91115-5419;26/07/2025;Cashback;esportivo;Calçada aleatória;-23.564.096.490.515.300;-4.664.937.697.560.490;Subway;Av. Paulista, 2026;677,39;33,87
(11) 98120-5026;20/07/2025;Desconto;eletrodoméstico;MASP;-23.561.299.419.364.300;-46.655.751.987.505.800;Fast Shop;Shopping Cidade São Paulo, Av. Paulista, 1230;987,76;297,58
(11) 92800-7167;05/07/2025;Desconto;móveis;Parque Trianon;-2.356.370.291.496.370;-46.656.927.363.252.200;Drogaria São Paulo;Av. Paulista, 1230;454,57;80,23
(11) 93034-7228;05/07/2025;Cashback;outros;Shopping Pátio Paulista;-23.570.626.712.643.700;-4.664.570.990.495.470;Smart Fit;Av. Paulista, 2006;272,03;13,6
(11) 98757-1253;06/07/2025;Desconto;farmácia;Calçada aleatória;-23.564.021.480.377.800;-4.665.001.116.667.090;Subway;Av. Paulista, 2026;261,85;103,11
(11) 97321-6093;01/07/2025;Desconto;mercado express;Calçada aleatória;-23.563.781.711.136.900;-46.649.984.416.234.200;Fast Shop;Shopping Cidade São Paulo, Av. Paulista, 1230;149,62;72,81
(11) 94073-4440;27/07/2025;Produto;móveis;MASP;-23.561.194.207.976.800;-46.655.905.214.974.000;Smart Fit;Av. Paulista, 2006;735,92;38,64
(11) 97702-2706;12/07/2025;Cashback;móveis;Calçada aleatória;-23.563.976.409.442.900;-46.650.599.460.205.300;Renner;Av. Paulista, 2230;913,15;45,66
(11) 91422-3334;19/07/2025;Cashback;vestuário;Semáforo;-2.356.172.510.169.750;-4.665.389.605.345.720;Riachuelo;Av. Paulista, 2277;525,66;26,28
(11) 94430-6826;26/07/2025;Cashback;móveis;Calçada aleatória;-23.563.700.596.967.000;-4.665.086.887.661.340;Extra Mercado;Av. Brigadeiro Luís Antônio, 2769;553,25;27,66
(11) 93254-5240;19/07/2025;Desconto;vestuário;Semáforo;-2.356.137.348.758.850;-4.665.404.187.688.840;Drogaria São Paulo;Av. Paulista, 1230;509,13;162,05
(11) 93128-1523;20/07/2025;Produto;eletrodoméstico;Semáforo;-2.356.166.754.515.490;-4.665.431.197.177.810;Daiso Japan;Shopping Pátio Paulista, Rua Treze de Maio, 1947;335,95;19,84
(11) 96892-7053;05/07/2025;Desconto;móveis;Calçada aleatória;-2.356.381.616.782.840;-4.665.031.602.466.890;Renner;Av. Paulista, 2230;667,3;245,97
(11) 96927-7468;12/07/2025;Desconto;restaurante;MASP;-23.561.601.130.688.200;-4.665.530.679.059.380;Lojas Americanas;Av. Paulista, 2300;572,1;160,63
(11) 91508-3371;20/07/2025;Cashback;vestuário;Calçada aleatória;-2.356.405.720.472.020;-46.649.934.770.138.000;Riachuelo;Av. Paulista, 2277;120,82;6,04
(11) 94456-4818;18/07/2025;Desconto;esportivo;Calçada aleatória;-23.563.738.979.680.700;-46.649.851.295.433.600;Outback;Shopping Pátio Paulista, Rua Treze de Maio, 1947;884,76;278,68
(11) 96468-4130;13/07/2025;Cashback;esportivo;Semáforo;-23.561.954.874.328.400;-4.665.389.051.169.920;Riachuelo;Av. Paulista, 2277;681,31;34,07
(71) 93389-5924;05/07/2025;Cashback;farmácia;Shopping Cidade São Paulo;-2.356.243.597.532.440;-46.652.320.285.639.100;Lojas Americanas;Av. Paulista, 2300;978,78;48,94
(11) 92049-5825;12/07/2025;Desconto;vestuário;Shopping Cidade São Paulo;-23.563.096.670.285.900;-466.519.878.036.812;Lojas Americanas;Av. Paulista, 2300;543,08;72,7
(11) 95102-4497;19/07/2025;Cashback;móveis;MASP;-2.356.108.234.222.010;-4.665.552.489.090.830;Extra Mercado;Av. Brigadeiro Luís Antônio, 2769;573,38;28,67
(71) 98354-8009;27/07/2025;Cashback;móveis;Semáforo;-23.561.808.380.933.300;-46.654.342.901.473.800;Ponto Frio;Rua da Consolação, 2303;949,52;47,48
(11) 92171-5498;26/07/2025;Cashback;eletrodoméstico;MASP;-2.356.092.397.054.030;-46.656.224.903.617.900;Livraria Cultura;Conjunto Nacional - Av. Paulista, 2073;424,09;21,2
(71) 98871-1134;07/07/2025;Desconto;outros;Semáforo;-2.356.190.920.936.040;-4.665.422.628.275.500;Outback;Shopping Pátio Paulista, Rua Treze de Maio, 1947;397,2;121,83
(11) 94698-5524;17/07/2025;Cashback;restaurante;Shopping Cidade São Paulo;-23.563.176.241.503.900;-4.665.220.437.127.690;Fast Shop;Shopping Cidade São Paulo, Av. Paulista, 1230;945,28;47,26
(11) 91011-3035;19/07/2025;Produto;eletrodoméstico;Parque Trianon;-23.563.915.592.835.300;-4.665.687.242.377.370;Havaianas;Av. Paulista, 2439;561,12;23,56
(11) 98616-4476;21/07/2025;Produto;vestuário;Shopping Pátio Paulista;-2.357.006.488.661.920;-4.664.551.493.970.950;Smart Fit;Av. Paulista, 2006;949,52;27,32
(41) 91991-4739;04/07/2025;Cashback;mercado express;Parque Trianon;-2.356.408.524.699.050;-46.656.709.773.849.500;Drogaria São Paulo;Av. Paulista, 1230;172,78;8,64
(11) 91848-5817;26/07/2025;Produto;vestuário;Shopping Cidade São Paulo;-23.562.800.158.853.300;-4.665.267.128.234.450;Havaianas;Av. Paulista, 2439;858,48;15,4
(11) 96252-2176;12/07/2025;Produto;outros;MASP;-23.561.234.779.979.000;-46.655.670.648.177.300;Daiso Japan;Shopping Pátio Paulista, Rua Treze de Maio, 1947;170,34;9,72
(11) 97580-6732;06/07/2025;Cashback;restaurante;Shopping Cidade São Paulo;-23.563.246.269.051.000;-4.665.189.028.795.600;Pão de Açúcar;Rua Pamplona, 1704;215,24;10,76
(11) 98665-4177;12/07/2025;Cashback;outros;Parque Trianon;-23.564.057.016.676.100;-4.665.696.132.706.390;Daiso Japan;Shopping Pátio Paulista, Rua Treze de Maio, 1947;123,53;6,18
(11) 92553-7968;07/07/2025;Produto;farmácia;Calçada aleatória;-23.564.051.921.547.200;-46.649.995.326.285.700;Havaianas;Av. Paulista, 2439;595,25;18,82
(11) 98745-1710;05/07/2025;Desconto;eletrodoméstico;Calçada aleatória;-2.356.432.888.252.600;-4.665.043.201.526.470;Renner;Av. Paulista, 2230;819,6;254,58
(11) 95400-7591;20/07/2025;Desconto;mercado express;Calçada aleatória;-23.563.521.648.481.000;-46.650.254.088.404.400;Ponto Frio;Rua da Consolação, 2303;105,81;13,8
(11) 94068-6363;19/07/2025;Produto;vestuário;Calçada aleatória;-23.564.297.417.704.800;-4.665.064.601.703.400;Subway;Av. Paulista, 2026;758,39;10,89
(11) 94976-8189;05/07/2025;Produto;eletrodoméstico;Shopping Pátio Paulista;-23.570.740.688.524.300;-46.646.047.926.938.000;Extra Mercado;Av. Brigadeiro Luís Antônio, 2769;120,52;2,4
(11) 96471-7670;13/07/2025;Cashback;farmácia;MASP;-2.356.092.139.545.190;-46.655.578.054.873.100;Havaianas;Av. Paulista, 2439;994,4;49,72
(11) 94050-4570;26/07/2025;Desconto;esportivo;Estação Consolação;-23.555.977.445.103.500;-4.666.094.226.925.830;Subway;Av. Paulista, 2026;842,06;159,68
(11) 97664-8602;19/07/2025;Cashback;vestuário;Calçada aleatória;-23.563.705.470.353.900;-4.665.009.744.941.500;Drogaria São Paulo;Av. Paulista, 1230;368,86;18,44
(31) 92437-4086;19/07/2025;Cashback;mercado express;Shopping Cidade São Paulo;-2.356.390.682.171.440;-46.651.615.717.228.200;Smart Fit;Av. Paulista, 2006;550,99;27,55
(11) 91284-6554;05/07/2025;Cashback;mercado express;Calçada aleatória;-2.356.441.687.174.000;-46.650.493.619.624.000;Kalunga;Rua Augusta, 2220;265,46;13,27
(11) 91491-5479;08/07/2025;Cashback;farmácia;Shopping Pátio Paulista;-235.702.422.288.704;-466.449.190.742.781;Extra Mercado;Av. Brigadeiro Luís Antônio, 2769;251,07;12,55
(11) 98224-8619;01/07/2025;Desconto;eletrodoméstico;Calçada aleatória;-2.356.358.471.815.440;-4.664.983.082.726.390;Outback;Shopping Pátio Paulista, Rua Treze de Maio, 1947;293,67;119,8
(11) 95423-6492;12/07/2025;Cashback;esportivo;Calçada aleatória;-235.638.215.736.975;-4.664.974.397.533.230;Extra Mercado;Av. Brigadeiro Luís Antônio, 2769;313,6;15,68
(11) 97633-9715;11/07/2025;Cashback;farmácia;Estação Consolação;-23.555.543.321.423.000;-46.661.533.642.572.800;Smart Fit;Av. Paulista, 2006;630,69;31,53
(11) 96816-4175;19/07/2025;Cashback;esportivo;Shopping Cidade São Paulo;-23.563.125.739.668.800;-46.652.321.777.938.300;Riachuelo;Av. Paulista, 2277;570,49;28,52
(11) 99184-9852;24/07/2025;Desconto;restaurante;Calçada aleatória;-2.356.422.618.937.660;-4.665.008.420.252.300;Havaianas;Av. Paulista, 2439;816,67;243,13
(11) 96727-5919;05/07/2025;Desconto;mercado express;Parque Trianon;-2.356.451.988.704.420;-46.657.028.501.888.000;Smart Fit;Av. Paulista, 2006;390,85;148,91
(11) 91796-2785;04/07/2025;Cashback;outros;Shopping Cidade São Paulo;-23.563.453.577.332.100;-4.665.263.407.679.510;Livraria Cultura;Conjunto Nacional - Av. Paulista, 2073;437,31;21,87
(31) 94690-2828;26/07/2025;Cashback;restaurante;Semáforo;-23.561.946.031.754.600;-466.535.823.993.141;Renner;Av. Paulista, 2230;872,11;43,61
(11) 99184-2340;05/07/2025;Produto;móveis;Shopping Cidade São Paulo;-235.628.815.050.182;-4.665.277.415.018.100;Livraria Cultura;Conjunto Nacional - Av. Paulista, 2073;688,38;39,95
(11) 92356-6289;05/07/2025;Desconto;vestuário;Shopping Cidade São Paulo;-2.356.345.388.844.090;-4.665.202.076.864.360;Havaianas;Av. Paulista, 2439;128,35;61,92
(11) 91864-5967;06/07/2025;Produto;vestuário;Semáforo;-2.356.229.474.621.800;-46.654.067.389.945.000;Daiso Japan;Shopping Pátio Paulista, Rua Treze de Maio, 1947;526,79;18,23
(11) 98792-9097;23/07/2025;Cashback;mercado express;Semáforo;-23.561.834.984.370.200;-4.665.429.050.333.640;Riachuelo;Av. Paulista, 2277;505,42;25,27
(11) 91671-4994;05/07/2025;Desconto;esportivo;Estação Consolação;-23.555.739.387.348.100;-4.666.201.820.764.840;Fast Shop;Shopping Cidade São Paulo, Av. Paulista, 1230;970,95;289,02
(11) 91963-7326;05/07/2025;Produto;esportivo;Semáforo;-23.562.180.410.293.100;-4.665.390.406.541.970;Havaianas;Av. Paulista, 2439;116,34;3,06
(11) 96513-2080;19/07/2025;Produto;eletrodoméstico;MASP;-2.356.189.189.812.000;-46.655.748.857.578.600;Ponto Frio;Rua da Consolação, 2303;216,25;5,04
(11) 92502-8058;19/07/2025;Cashback;mercado express;Shopping Pátio Paulista;-2.357.055.489.133.960;-46.645.485.253.013.600;Kalunga;Rua Augusta, 2220;952,06;47,6
(11) 92299-4437;16/07/2025;Desconto;esportivo;Shopping Pátio Paulista;-2.357.048.182.575.970;-46.645.241.757.871.000;Drogaria São Paulo;Av. Paulista, 1230;450,07;50,61
(11) 92493-5229;05/07/2025;Desconto;móveis;Calçada aleatória;-23.563.962.432.649.200;-46.650.128.821.662.300;Ponto Frio;Rua da Consolação, 2303;630,24;111,18
(61) 98173-6736;12/07/2025;Desconto;vestuário;Semáforo;-23.561.963.310.749.000;-46.653.837.010.591.200;Riachuelo;Av. Paulista, 2277;127,69;57,05
(11) 91956-1119;04/07/2025;Cashback;esportivo;Calçada aleatória;-23.563.985.341.978.900;-4.664.998.782.249.260;Smart Fit;Av. Paulista, 2006;392,52;19,63
(11) 97553-7143;31/07/2025;Produto;outros;Semáforo;-23.562.210.597.506.300;-46.654.198.870.275.200;Renner;Av. Paulista, 2230;393,58;4,07
(11) 95048-9851;12/07/2025;Produto;eletrodoméstico;MASP;-2.356.183.478.158.150;-4.665.535.612.697.700;Outback;Shopping Pátio Paulista, Rua Treze de Maio, 1947;939,43;14,92
(11) 92764-6926;05/07/2025;Desconto;vestuário;Calçada aleatória;-23.564.373.158.970.600;-4.665.020.787.155.930;Kalunga;Rua Augusta, 2220;887,59;174,9
(11) 97787-5468;06/07/2025;Desconto;farmácia;Shopping Cidade São Paulo;-2.356.337.252.217.960;-4.665.203.452.268.690;Havaianas;Av. Paulista, 2439;375,84;160,23
(11) 91254-5269;19/07/2025;Cashback;outros;Shopping Pátio Paulista;-23.570.637.484.903.400;-466.452.766.773.782;Outback;Shopping Pátio Paulista, Rua Treze de Maio, 1947;366,6;18,33
(11) 93151-8143;06/07/2025;Desconto;eletrodoméstico;Shopping Pátio Paulista;-23.570.751.047.187.200;-46.645.567.301.751.300;Smart Fit;Av. Paulista, 2006;729,31;99,77
(61) 92791-8556;20/07/2025;Cashback;mercado express;Semáforo;-23.562.250.604.115.900;-4.665.335.645.526.160;Kalunga;Rua Augusta, 2220;277,33;13,87
(11) 99887-2649;27/07/2025;Cashback;farmácia;Shopping Cidade São Paulo;-23.563.513.279.525.700;-4.665.221.005.378.690;Smart Fit;Av. Paulista, 2006;130,63;6,53
(11) 95425-2422;21/07/2025;Produto;restaurante;Shopping Pátio Paulista;-2.357.035.886.693.570;-4.664.552.686.027.070;Kalunga;Rua Augusta, 2220;304,14;12,64
(11) 96505-2766;05/07/2025;Cashback;mercado express;Semáforo;-23.562.055.586.297.600;-4.665.403.894.620.990;Livraria Cultura;Conjunto Nacional - Av. Paulista, 2073;249,49;12,47
(11) 98349-4480;13/07/2025;Produto;eletrodoméstico;Calçada aleatória;-23.563.986.856.558.400;-4.665.004.410.060.040;Ponto Frio;Rua da Consolação, 2303;684,17;29,03
(11) 97229-5271;19/07/2025;Cashback;esportivo;Parque Trianon;-2.356.372.283.626.490;-4.665.633.584.309.950;Ponto Frio;Rua da Consolação, 2303;176,32;8,82
(11) 99458-2352;03/07/2025;Desconto;restaurante;MASP;-235.615.812.475.355;-4.665.629.194.089.380;Daiso Japan;Shopping Pátio Paulista, Rua Treze de Maio, 1947;496,9;112,9
(11) 91388-8248;04/07/2025;Cashback;vestuário;Shopping Cidade São Paulo;-23.563.183.484.614.500;-4.665.152.908.719.870;Fast Shop;Shopping Cidade São Paulo, Av. Paulista, 1230;579,07;28,95
(11) 93755-3171;12/07/2025;Desconto;móveis;Parque Trianon;-23.564.253.102.370.300;-46.656.507.264.958.300;Subway;Av. Paulista, 2026;157,32;58,4
(11) 99136-9693;11/07/2025;Desconto;mercado express;Estação Consolação;-23.555.267.689.755.700;-4.666.178.407.647.250;Subway;Av. Paulista, 2026;720,91;186,45
(11) 92945-7031;27/07/2025;Produto;farmácia;Parque Trianon;-23.563.841.305.076.200;-4.665.651.048.101.300;Kalunga;Rua Augusta, 2220;559,98;14,11
(71) 95165-4819;13/07/2025;Cashback;eletrodoméstico;Semáforo;-23.562.113.738.322.200;-46.654.061.074.108.000;Livraria Cultura;Conjunto Nacional - Av. Paulista, 2073;613,8;30,69
(11) 99377-6065;26/07/2025;Produto;mercado express;Estação Consolação;-23.555.945.504.274.100;-46.661.922.427.019.200;Lojas Americanas;Av. Paulista, 2300;356,48;9,99
(11) 96948-6492;04/07/2025;Desconto;farmácia;Calçada aleatória;-2.356.419.478.326.350;-46.650.367.182.080.000;Riachuelo;Av. Paulista, 2277;836,28;310,02
(61) 98701-7357;19/07/2025;Produto;esportivo;Semáforo;-23.561.989.774.959.500;-4.665.423.099.196.930;Livraria Cultura;Conjunto Nacional - Av. Paulista, 2073;633,26;35,27
(11) 95079-1284;05/07/2025;Desconto;eletrodoméstico;Calçada aleatória;-23.563.929.864.226.400;-4.665.046.676.869.380;Outback;Shopping Pátio Paulista, Rua Treze de Maio, 1947;539,67;111,94
(11) 94885-8318;13/07/2025;Cashback;vestuário;Semáforo;-23.561.900.735.930.300;-46.653.749.941.311.500;Ponto Frio;Rua da Consolação, 2303;315,95;15,8
(11) 98874-7699;27/07/2025;Desconto;mercado express;Semáforo;-23.562.598.120.692.700;-4.665.388.778.302.900;Outback;Shopping Pátio Paulista, Rua Treze de Maio, 1947;446,12;175,61
(11) 91011-8877;05/07/2025;Produto;restaurante;Parque Trianon;-2.356.364.369.930.220;-4.665.736.189.230.560;Extra Mercado;Av. Brigadeiro Luís Antônio, 2769;591,64;6,81
(41) 98391-7759;20/07/2025;Cashback;restaurante;MASP;-23.560.912.228.283.900;-46.655.755.294.297.100;Pão de Açúcar;Rua Pamplona, 1704;173,76;8,69
(11) 98843-9168;27/07/2025;Cashback;móveis;MASP;-23.561.625.503.556.700;-466.558.977.307.233;Drogaria São Paulo;Av. Paulista, 1230;868,81;43,44
(11) 96863-3676;12/07/2025;Desconto;móveis;Estação Consolação;-23.555.603.501.926.200;-4.666.159.519.838.250;Drogaria São Paulo;Av. Paulista, 1230;695,45;100,05
(11) 91457-2537;26/07/2025;Cashback;móveis;Semáforo;-23.561.838.373.202.200;-4.665.427.620.207.790;Smart Fit;Av. Paulista, 2006;237,28;11,86
(11) 92302-6962;19/07/2025;Desconto;restaurante;Calçada aleatória;-2.356.394.919.175.270;-4.665.042.411.434.900;Drogaria São Paulo;Av. Paulista, 1230;107,29;10,94
(11) 98717-9127;07/07/2025;Desconto;mercado express;Estação Consolação;-23.555.804.367.818.400;-4.666.188.917.229.240;Pão de Açúcar;Rua Pamplona, 1704;613,59;99,48
(11) 92207-5705;23/07/2025;Produto;móveis;Shopping Cidade São Paulo;-23.563.377.658.982.700;-4.665.193.217.204.740;Pão de Açúcar;Rua Pamplona, 1704;444,25;22,69
(11) 93516-9729;02/07/2025;Cashback;esportivo;Shopping Cidade São Paulo;-2.356.282.960.696.380;-46.652.120.258.563.700;Daiso Japan;Shopping Pátio Paulista, Rua Treze de Maio, 1947;217,63;10,88
(11) 99113-2461;19/07/2025;Cashback;restaurante;Estação Consolação;-235.560.986.938.294;-466.617.129.225.349;Daiso Japan;Shopping Pátio Paulista, Rua Treze de Maio, 1947;788,48;39,42
(31) 97099-8570;26/07/2025;Desconto;eletrodoméstico;Calçada aleatória;-23.563.636.070.690.000;-46.649.957.484.925.900;Riachuelo;Av. Paulista, 2277;413,78;135,32
(11) 95491-4761;05/07/2025;Cashback;restaurante;Shopping Cidade São Paulo;-23.562.461.201.138.000;-4.665.218.500.464.810;Pão de Açúcar;Rua Pamplona, 1704;224,32;11,22
(11) 94839-9554;26/07/2025;Produto;móveis;Calçada aleatória;-23.563.942.385.265.000;-4.665.009.273.493.920;Drogaria São Paulo;Av. Paulista, 1230;858,86;50,13
(11) 93251-3689;19/07/2025;Desconto;outros;Calçada aleatória;-23.563.959.937.728.500;-46.650.045.740.950.900;Subway;Av. Paulista, 2026;605,67;152,1
(71) 92355-5330;20/07/2025;Cashback;esportivo;Calçada aleatória;-23.563.787.567.396.900;-4.664.971.298.930.490;Extra Mercado;Av. Brigadeiro Luís Antônio, 2769;500,13;25,01
(11) 95468-8861;08/07/2025;Produto;móveis;MASP;-2.356.164.979.683.810;-4.665.628.036.988.600;Daiso Japan;Shopping Pátio Paulista, Rua Treze de Maio, 1947;332,33;16,99
(11) 99765-9589;20/07/2025;Cashback;móveis;Calçada aleatória;-2.356.455.086.161.190;-4.664.984.760.260.190;Lojas Americanas;Av. Paulista, 2300;441,06;22,05
(11) 91347-2122;05/07/2025;Produto;vestuário;MASP;-23.561.745.009.981.800;-4.665.652.686.717.780;Kalunga;Rua Augusta, 2220;594,94;29,32
(11) 95676-2400;13/07/2025;Desconto;móveis;Calçada aleatória;-2.356.388.342.641.860;-4.664.925.210.014.470;Havaianas;Av. Paulista, 2439;206,85;50,29
(11) 97562-8317;27/07/2025;Produto;esportivo;Semáforo;-23.562.001.821.273.400;-46.653.748.452.767.600;Renner;Av. Paulista, 2230;904,5;36,13
(11) 91217-4131;20/07/2025;Produto;esportivo;Calçada aleatória;-23.563.975.451.192.400;-4.665.002.966.689.590;Smart Fit;Av. Paulista, 2006;162,6;2,93
(11) 93561-5319;13/07/2025;Produto;móveis;Shopping Pátio Paulista;-23.570.273.277.055.100;-4.664.573.808.236.320;Lojas Americanas;Av. Paulista, 2300;477,33;20,02
(11) 95063-1963;06/07/2025;Desconto;outros;Semáforo;-2.356.191.978.230.570;-46.653.903.490.658.100;Extra Mercado;Av. Brigadeiro Luís Antônio, 2769;280,36;31,73
(11) 91055-5698;17/07/2025;Cashback;vestuário;MASP;-23.561.614.427.136.000;-4.665.558.338.729.510;Smart Fit;Av. Paulista, 2006;799,04;39,95
(11) 91698-4582;13/07/2025;Cashback;farmácia;Parque Trianon;-2.356.406.448.792.700;-46.657.225.723.547.800;Pão de Açúcar;Rua Pamplona, 1704;147,21;7,36
(11) 98083-3965;02/07/2025;Produto;móveis;MASP;-2.356.125.304.704.690;-46.656.150.540.394.500;Fast Shop;Shopping Cidade São Paulo, Av. Paulista, 1230;140,97;7,52
(11) 92400-8752;27/07/2025;Produto;vestuário;MASP;-2.356.140.554.565.270;-4.665.588.373.569.890;Drogaria São Paulo;Av. Paulista, 1230;403,1;13,99
(41) 97622-9384;23/07/2025;Desconto;mercado express;Shopping Pátio Paulista;-2.357.022.323.133.020;-46.645.508.590.530.100;Daiso Japan;Shopping Pátio Paulista, Rua Treze de Maio, 1947;456,98;51,98
(11) 99280-7195;06/07/2025;Cashback;esportivo;Calçada aleatória;-23.564.007.508.087.600;-4.664.975.467.011.020;Kalunga;Rua Augusta, 2220;477,55;23,88
(11) 94561-2125;26/07/2025;Desconto;farmácia;MASP;-23.560.996.937.735.200;-466.557.136.569.081;Kalunga;Rua Augusta, 2220;265,49;102,38
(11) 98588-5872;26/07/2025;Produto;vestuário;MASP;-23.561.410.894.214.000;-466.562.745.508.697;Subway;Av. Paulista, 2026;129,43;1,73
(71) 96435-5453;20/07/2025;Desconto;esportivo;Parque Trianon;-23.564.331.534.098.900;-466.570.905.674.113;Smart Fit;Av. Paulista, 2006;166,51;29,76
